RSA	RSA_Name	RSR
F0010	LA, Hammond [Urban core]	0.54971097
F0011	LA, Slidell-Mandeville-Covington [Urban core]	0.545510885
F0012	LA, Lafayette [Urban core]	0.586484588
F0013	LA, Lafayette [Large rural]	0.614005567
F0014	LA, Lafayette-New Iberia-Opelousas [Suburban]	0.581290453
F0015	LA, Opelousas [Large rural]	0.547375094
F0016	LA, Rapides Parish [Urban core]	0.589715116
F0017	LA, Calcasieu Parish [Urban core] [Central] 1	0.604292364
F0018	LA, Calcasieu Parish [Urban core] [Central] 2	0.583247282
F0019	LA, Lake Charles-DeRidder [Suburban]	0.576522845
F0020	LA, East Baton Rouge Parish [Urban core] [Central] 2	0.590366347
F0021	LA, Pointe Coupee Parish [Urban core]	0.570942332
F0022	LA, Shreveport-Bossier City-Minden [Suburban]	0.57720374
F0023	LA, Shreveport-Bossier City-Minden [Urban core]	0.539437533
F0024	LA, Shreveport-Bossier City-Minden [Large rural]	0.578104803
F0025	LA, Monroe-Ruston [Suburban]	0.577347374
F0026	LA, Monroe-Ruston [Urban core]	0.574324186
F0027	LA, Monroe-Ruston [Large rural]	0.527533428
F0028	LA, West Carroll Parish [Small town/rural]	0.54291989
F0029	LA, Baton Rouge-Hammond [Small town/rural]	0.574241486
F0030	LA, Grant Parish [Urban core]	0.54947349
F0031	LA, Alexandria [Large rural]	0.564318445
F0032	LA, Natchitoches [Suburban]	0.529675898
F0033	AR, Pine Bluff [Urban core]	0.633174011
F0034	AR, Cleveland County-Jefferson County [Large rural]	0.57389912
F0035	AR, Cleveland County [Large rural]	0.563673728
F0036	MS, Greenville [Large rural]	0.587704864
F0037	AR, Camden [Suburban]	0.584408322
F0038	AR, El Dorado [Suburban]	0.54080085
F0039	AR, Magnolia [Suburban]	0.562634173
F0041	AR, Little River County [Large rural]	0.531612849
F0042	AR, Sevier County [Large rural]	0.549531105
F0043	AR, Howard County [Large rural]	0.560032378
F0044	TX-AR, Texarkana [Urban core]	0.565989255
F0045	AR, Hot Springs-Malvern [Urban core]	0.581261435
F0046	AR, Polk County [Large rural]	0.581883083
F0048	AR, Montgomery County [Small town/rural]	0.575795601
F0049	AR, Pulaski County [Urban core] [Central] 1	0.604943789
F0050	AR, Woodruff County [Small town/rural]	0.549133064
F0051	AR, Pulaski County [Urban core] [Central] 2	0.583277473
F0052	AR, Searcy [Suburban]	0.534501516
F0053	AR, Saline County [Urban core]	0.600038032
F0054	AR, Russellville [Small town/rural]	0.524695851
F0055	AR, Faulkner County [Urban core]	0.550411887
F0056	AR, Forrest City [Suburban]	0.594939287
F0057	AR, Perry County [Large rural]	0.57201966
F0058	AR, Arkansas County [Large rural]	0.536558302
F0059	AR, Batesville [Small town/rural] [Central]	0.58637604
F0060	AR, Faulkner County [Large rural]	0.530718529
F0061	AR, Batesville [Large rural]	0.588917403
F0062	AR, Crittenden County [Urban core]	0.574089994
F0063	AR, Craighead County [Urban core]	0.596897149
F0064	AR, Forrest City [Small town/rural]	0.578725963
F0065	AR, Phillips County [Suburban]	0.549048072
F0066	AR, Poinsett County [Urban core]	0.57653763
F0067	AR, Jonesboro-Paragould [Suburban]	0.587941948
F0068	AR, Jonesboro [Large rural]	0.557501623
F0069	AR, Paragould [Large rural]	0.573331197
F0070	AR, Batesville [Suburban]	0.578395457
F0071	AR, Fulton County [Small town/rural]	0.556147026
F0072	AR, Mountain Home [Small town/rural]	0.527789172
F0073	AR, Mountain Home [Suburban]	0.577957211
F0074	AR, Harrison [Suburban]	0.580393561
F0075	AR, Harrison [Large rural]	0.601479662
F0076	AR, Boone County [Small town/rural]	0.581190544
F0077	AR, Newton County [Small town/rural]	0.51721051
F0078	TX, Harris County [Urban core] [Central] 1	0.54766898
F0079	AR, Washington County [Urban core]	0.557492337
F0080	AR, Benton County [Urban core]	0.593812693
F0081	AR, Pope County [Suburban]	0.543044893
F0082	AR-OK, Fort Smith [Large rural]	0.612580075
F0083	AR, Yell County [Suburban]	0.563686862
F0084	AR, Russellville [Large rural]	0.572232597
F0085	AR, Sebastian County [Urban core]	0.554017423
F0086	OK, Le Flore County [Urban core]	0.544303564
F0087	OK, Oklahoma City [Suburban]	0.526792976
F0088	OK, Oklahoma County [Urban core]	0.592979286
F0089	OK, Lawton [Urban core]	0.588870351
F0090	OK, Canadian County [Suburban]	0.584125795
F0091	OK, Cleveland County [Urban core]	0.592964309
F0092	OK, Canadian County [Large rural]	0.575571275
F0093	OK, Stillwater [Suburban]	0.551450449
F0094	OK, Logan County [Large rural]	0.558469888
F0095	OK, Murray County [Large rural]	0.551544048
F0096	OK, Duncan [Suburban]	0.598786469
F0097	OK, Garvin County [Large rural]	0.539497753
F0098	OK, Ardmore [Suburban]	0.595419497
F0099	OK, Ardmore [Small town/rural]	0.599748439
F0100	OK, Durant [Urban core]	0.614761124
F0101	OK, Altus [Suburban]	0.624874109
F0102	TX, Wichita Falls [Urban core]	0.524652592
F0103	OK, Weatherford [Large rural]	0.592003648
F0104	TX, Gainesville [Large rural]	0.556457151
F0105	OK, Custer County [Suburban]	0.583393619
F0106	OK, Elk City [Large rural]	0.532427714
F0108	OK, Enid [Suburban]	0.563617084
F0109	OK, Major County [Small town/rural]	0.551886234
F0110	OK, Woodward [Suburban]	0.565963978
F0111	OK, Woodward [Small town/rural]	0.574715577
F0112	OK, Guymon [Suburban]	0.596868848
F0113	NM, Las Vegas [Large rural]	0.559848465
F0114	TX, Amarillo-Borger [Suburban]	0.563686349
F0115	OK, Bartlesville [Suburban]	0.594242942
F0116	OK, Tulsa County [Urban core]	0.564452292
F0117	OK, Pawnee County [Urban core]	0.545017469
F0118	OK, Lincoln County [Large rural]	0.543935087
F0120	OK, Miami [Large rural]	0.556721822
F0121	OK, Tahlequah [Suburban]	0.558025024
F0122	OK, Miami [Suburban]	0.593100762
F0123	OK, Muskogee [Suburban]	0.558590703
F0124	OK, Latimer County [Large rural]	0.556016867
F0125	OK, McAlester [Suburban]	0.556154038
F0126	OK, Haskell County [Large rural]	0.565263854
F0127	OK, McAlester [Small town/rural]	0.543246015
F0128	OK, Ada [Suburban]	0.601662209
F0129	OK, Ada [Small town/rural]	0.565716906
F0130	OK, Durant [Large rural]	0.49807853
F0131	OK, Ponca City [Suburban]	0.568138685
F0132	TX, Dallas County [Urban core] [Central] 1	0.54951916
F0133	TX, Collin County [Urban core]	0.562674903
F0134	TX, Tarrant County [Urban core] [Central] 1	0.585131403
F0135	TX, Denton County [Urban core]	0.577249031
F0136	TX, Sherman-Denison [Urban core]	0.589976823
F0137	TX, Corsicana [Suburban]	0.614545141
F0138	TX, Tyler [Urban core]	0.566532012
F0139	TX, Dallas County [Urban core] [Central] 2	0.565578555
F0140	TX, Palestine [Suburban]	0.581102408
F0141	TX, Hunt County [Suburban]	0.589942135
F0142	TX, Paris [Suburban]	0.586269417
F0143	TX, Paris [Large rural]	0.55114369
F0144	TX, Sulphur Springs [Suburban]	0.565591078
F0145	TX, Longview [Urban core]	0.584454326
F0146	TX, Nacogdoches [Suburban]	0.585665652
F0147	TX, Houston-Pasadena [Small town/rural]	0.584942949
F0148	TX, Limestone County [Large rural]	0.578357626
F0149	TX, Tyler-Jacksonville [Suburban]	0.584345268
F0150	TX, Huntsville [Suburban]	0.562166564
F0151	TX, Beaumont-Port Arthur [Urban core]	0.559017556
F0152	TX, Beaumont-Port Arthur [Large rural]	0.55813171
F0153	TX, Tarrant County [Urban core] [Central] 2	0.54246075
F0154	TX, Tarrant County [Urban core] [Central] 3	0.54784023
F0155	TX, Bosque County [Urban core]	0.536081246
F0156	TX, Mineral Wells [Suburban]	0.56447615
F0157	TX, Dallas-Fort Worth-Arlington [Large rural]	0.539501689
F0158	TX, Clay County [Large rural]	0.518031691
F0159	TX, Gainesville [Suburban]	0.544441776
F0161	TX, Knox County [Small town/rural]	0.556207345
F0162	TX, Archer County [Large rural]	0.539711096
F0163	TX, Vernon [Suburban]	0.51522614
F0164	TX, Stephenville [Suburban]	0.595665471
F0165	TX, Abilene-Sweetwater [Urban core]	0.573745057
F0166	TX, Brownwood [Suburban]	0.603784403
F0167	TX, Killeen-Temple [Large rural]	0.550722168
F0168	TX, Brownwood [Large rural]	0.6109046
F0170	TX, Bell County [Urban core] [Central] 1	0.571344958
F0171	TX, Milam County [Large rural]	0.53381538
F0172	TX, Bell County [Urban core] [Central] 2	0.576089881
F0173	TX, McLennan County [Urban core]	0.546326826
F0174	TX, Hamilton County [Large rural]	0.560719399
F0175	TX, Austin-Round Rock-San Marcos [Urban core]	0.579074618
F0176	TX, College Station-Bryan [Urban core]	0.608250809
F0178	TX, San Angelo [Urban core]	0.557930686
F0179	TX, San Antonio-New Braunfels-Kerrville [Small town/rural]	0.597106043
F0180	TX, Del Rio [Large rural]	0.556048011
F0181	TX, Harris County [Urban core] [Central] 2	0.551604203
F0182	TX, Harris County [Urban core] [Central] 3	0.56570303
F0183	TX, Galveston County [Urban core]	0.554131774
F0184	TX, Montgomery County [Urban core]	0.558025203
F0185	TX, Fort Bend County [Urban core]	0.568128393
F0186	TX, Brazoria County [Urban core]	0.589808878
F0187	TX, Houston-Pasadena-The Woodlands [Large rural]	0.579424788
F0188	TX, Brenham [Suburban]	0.567630143
F0189	TX, Harris County [Urban core] [Central] 4	0.53365821
F0190	TX, Harris County [Urban core] [Central] 5	0.571685527
F0191	TX, Victoria-Port Lavaca [Urban core]	0.556296705
F0192	TX, Bexar County [Urban core]	0.568412748
F0193	TX, Eagle Pass [Suburban]	0.559029453
F0194	TX, Atascosa County [Urban core]	0.570987389
F0195	TX, Kerrville [Suburban]	0.583358823
F0196	TX, Corpus Christi-Kingsville-Alice [Urban core]	0.538987552
F0198	TX, Laredo [Urban core]	0.49577739
F0199	TX, Victoria-Port Lavaca [Large rural]	0.558837879
F0200	TX, Comal County [Urban core]	0.555806023
F0201	TX, Austin-Round Rock-San Marcos [Small town/rural]	0.58169172
F0202	TX, Hidalgo County [Urban core] [Central] 1	0.498666308
F0203	TX, Cameron County [Urban core] [Central] 1	0.495703895
F0204	TX, Hidalgo County [Urban core] [Central] 2	0.516920743
F0205	TX, Cameron County [Urban core] [Central] 2	0.484356643
F0206	TX, Fredericksburg [Suburban]	0.534660983
F0207	TX, Bastrop County [Large rural]	0.625826521
F0208	TX, Uvalde [Suburban]	0.533500018
F0209	TX, Amarillo-Borger [Urban core]	0.531529824
F0210	TX, Lipscomb County [Large rural]	0.519938472
F0211	TX, Castro County [Large rural]	0.571447794
F0212	TX, Parmer County [Large rural]	0.561675349
F0213	TX, Amarillo-Borger [Large rural]	0.577897248
F0214	TX, Plainview [Suburban]	0.578226421
F0215	TX, Plainview [Large rural]	0.539878566
F0217	TX, Cottle County [Large rural]	0.574380155
F0218	TX, Lubbock-Plainview [Urban core]	0.560873069
F0219	TX, Midland-Odessa-Andrews [Suburban]	0.554196254
F0221	TX, Snyder [Large rural]	0.543858976
F0222	TX, Abilene [Large rural]	0.567752411
F0223	TX, Snyder [Suburban]	0.603213681
F0224	TX, Midland [Urban core]	0.579950867
F0225	TX, Odessa [Urban core]	0.607907214
F0226	TX, Town of Pecos [Large rural]	0.567917142
F0227	TX, El Paso [Urban core]	0.583204464
F0228	NM, Cibola County [Suburban]	0.549021478
F0229	NM, Albuquerque [Urban core]	0.520732718
F0230	NM, Farmington [Large rural]	0.541355733
F0231	NM, McKinley County [Suburban]	0.60804722
F0232	NM, Farmington [Urban core]	0.557418837
F0233	NM, Santa Fe [Urban core]	0.602865644
F0234	NM, Taos [Suburban]	0.579717292
F0235	NM, Española [Urban core]	0.549790118
F0236	NM, Socorro County [Large rural]	0.563288555
F0237	NM, Sierra County [Large rural]	0.558243465
F0238	NM, Las Cruces [Urban core]	0.534633728
F0239	NM, Silver City [Suburban]	0.631702383
F0240	NM, Curry County [Suburban]	0.570398818
F0241	NM, Roswell [Suburban]	0.57147459
F0242	NM, Hobbs [Suburban]	0.519208154
F0243	NM, Ruidoso [Large rural]	0.576298551
F0244	NM, Alamogordo [Suburban]	0.573129115
F0246	OK, Sequoyah County [Urban core]	0.531090722
F0247	TX, Mineral Wells [Large rural]	0.545864475
F0248	TX, Parker County [Suburban]	0.566115169
F0249	TX, Dallas County [Urban core] [Central] 3	0.56514141
F0250	OK, Lawton-Duncan [Large rural]	0.588715902
F0251	TX-NM, El Paso-Las Cruces [Suburban]	0.576362342
F0252	NM, Roosevelt County [Suburban]	0.572353159
F0254	OK, Tulsa [Suburban]	0.561436545
F0255	TX, Sabine County [Small town/rural]	0.636763056
F0256	TX, Abilene-Sweetwater [Suburban]	0.566338112
F0257	TX, Victoria-Port Lavaca [Small town/rural]	0.621845429
F0258	TX, San Antonio-New Braunfels-Kerrville [Large rural]	0.577557075
F0259	TX, Lubbock [Large rural]	0.584049678
F0260	TX, Big Spring [Large rural]	0.585480801
G0001	IA, Des Moines-West Des Moines [Large rural]	0.579424962
G0002	IA, Pottawattamie County [Large rural]	0.593830992
G0003	IA, Des Moines-West Des Moines [Urban core]	0.540527638
G0004	IA, Grundy County [Small town/rural]	0.548120821
G0005	IA, Wayne County [Small town/rural]	0.524227482
G0006	IA, Ames [Urban core]	0.55810095
G0007	IA, Des Moines-West Des Moines [Small town/rural]	0.569606642
G0008	IA, Ottumwa [Large rural]	0.589652427
G0009	IA, Oskaloosa [Suburban]	0.601258321
G0010	IA, Mason City [Suburban]	0.596953479
G0011	IA, Hancock County [Small town/rural]	0.556207969
G0012	IA, Franklin County [Large rural]	0.522391394
G0013	IA, Kossuth County [Large rural]	0.55775508
G0014	IA, Fort Dodge [Suburban]	0.550607433
G0015	IA, Spencer-Spirit Lake [Large rural]	0.591084824
G0016	IA, Waterloo-Cedar Falls [Urban core]	0.592101672
G0017	IA, Fayette County [Small town/rural]	0.632597997
G0018	IA, Montgomery County [Small town/rural]	0.618551046
G0019	IA-NE-SD, Sioux City [Urban core]	0.603190906
G0020	IA, Le Mars [Large rural]	0.541901207
G0021	IA, Storm Lake [Large rural]	0.636267946
G0022	IA, Ida County [Small town/rural]	0.609421011
G0023	IA, Monona County [Small town/rural]	0.584265689
G0024	KS, Wichita [Suburban]	0.592174235
G0025	IA, O'Brien County [Large rural]	0.571394976
G0026	IA, Sioux County [Small town/rural]	0.571125615
G0027	IA, Osceola County [Large rural]	0.526076755
G0028	IA, Spencer-Spirit Lake [Suburban]	0.572720435
G0029	IA, Carroll [Large rural]	0.620064348
G0031	NE, Douglas County [Urban core]	0.53546677
G0032	IA, Shelby County [Small town/rural]	0.578950018
G0033	IA, Dubuque [Urban core]	0.554452258
G0034	IA, Scott County [Urban core]	0.55738691
G0035	IA, Cedar Rapids, IA-Dubuque [Large rural]	0.584069177
G0036	IA, Clinton [Suburban]	0.519601251
G0037	IA, Winneshiek County [Large rural]	0.557789915
G0038	IA, Iowa City [Large rural]	0.603254571
G0039	IA, Cedar Rapids [Urban core]	0.553787345
G0040	IA, Iowa City [Urban core]	0.552640898
G0041	IA, Cedar Rapids-Iowa City [Suburban]	0.577671602
G0042	IA, Des Moines County [Suburban]	0.584489313
G0043	IA, Lee County [Suburban]	0.599584678
G0044	MO, St. Louis County [Urban core]	0.590502072
G0045	MO, Franklin County [Urban core]	0.558366117
G0046	MO, St. Francois County [Urban core]	0.57080023
G0047	MO, Callaway County [Large rural]	0.609844312
G0048	MO, Hannibal [Suburban]	0.614614834
G0049	MO, Kirksville [Suburban]	0.580248727
G0050	MO, Moberly [Large rural]	0.592397858
G0051	MO, Linn County [Small town/rural]	0.595140663
G0052	MO, Rolla [Suburban]	0.552622673
G0053	MO-IL, Cape Girardeau-Sikeston [Suburban]	0.58856742
G0054	MO-IL, Cape Girardeau-Sikeston [Urban core]	0.588994167
G0055	MO, Jackson County [Urban core]	0.555915648
G0056	MO, Livingston County [Large rural]	0.590007651
G0057	MO, Warrensburg [Large rural]	0.553140705
G0058	MO, Bates County [Large rural]	0.57825301
G0059	MO, Clay County [Urban core]	0.587232593
G0060	MO-KS, St. Joseph [Urban core]	0.536033377
G0061	MO, Maryville [Suburban]	0.574665213
G0062	MO, Harrison County [Small town/rural]	0.570568115
G0063	MO, Caldwell County [Large rural]	0.628644874
G0064	KS, Johnson County [Urban core]	0.568641776
G0065	MO-KS, Joplin [Large rural]	0.570205374
G0066	MO-KS, Joplin [Urban core]	0.594191053
G0067	MO, Springfield [Large rural]	0.570289029
G0068	MO, Columbia [Urban core]	0.568327152
G0069	MO, Jefferson City [Urban core]	0.533143182
G0070	MO, Lebanon [Small town/rural]	0.528050996
G0071	MO, Columbia [Large rural]	0.554563768
G0072	MO, West Plains [Suburban]	0.589766392
G0073	MO, Springfield [Urban core]	0.564228613
G0074	KS, Lawrence [Urban core]	0.547715985
G0075	KS, Linn County [Large rural]	0.571108789
G0076	MO-KS, Kansas City-Overland Park-Kansas City [Small town/rural]	0.601928514
G0077	KS, Topeka [Urban core]	0.526472006
G0078	KS, Manhattan [Large rural]	0.561122592
G0079	KS, Jackson County [Large rural]	0.595070254
G0080	KS, Brown County [Large rural]	0.542319913
G0081	KS, Salina [Suburban]	0.565568303
G0082	KS, Emporia [Suburban]	0.575491935
G0083	KS, Pittsburg [Suburban]	0.544326834
G0084	MO-KS, Joplin [Suburban]	0.563776599
G0085	KS, Wichita [Large rural]	0.555302533
G0086	NE, Lincoln-Beatrice [Suburban]	0.583498042
G0087	KS, Republic County [Small town/rural]	0.637150167
G0088	KS, Manhattan [Small town/rural]	0.55981888
G0089	KS, Mitchell County [Large rural]	0.588354156
G0090	KS, Wichita-Arkansas City-Winfield [Urban core]	0.542182513
G0091	KS, Hutchinson [Suburban]	0.601433003
G0093	KS, Kingman County [Large rural]	0.561254855
G0095	KS, Dickinson County [Large rural]	0.571002165
G0098	KS, Great Bend [Large rural]	0.548332285
G0099	KS, Great Bend [Suburban]	0.517797676
G0102	KS, Garden City [Suburban]	0.574256253
G0103	KS, Trego County [Small town/rural]	0.508972171
G0104	KS, Norton County [Large rural]	0.512798678
G0105	KS, Rooks County [Small town/rural]	0.515386414
G0106	KS, Thomas County [Small town/rural]	0.558435359
G0114	NE-IA, Omaha-Fremont [Suburban]	0.515355362
G0115	NE, Dodge County [Small town/rural]	0.639479271
G0116	NE, Saunders County [Large rural]	0.542605764
G0117	NE, Nemaha County [Large rural]	0.554864299
G0118	NE, Lincoln-Beatrice [Large rural]	0.568602528
G0119	NE, Lincoln-Beatrice [Urban core]	0.494840213
G0120	NE, Lincoln-Beatrice [Small town/rural]	0.512828063
G0121	NE, Hastings [Small town/rural]	0.519887508
G0122	NE, Hastings [Suburban]	0.568577291
G0123	NE, Columbus [Small town/rural]	0.563904456
G0124	NE, Antelope County [Small town/rural]	0.510338407
G0125	NE, Holt County [Small town/rural]	0.58743521
G0126	NE, Brown County [Small town/rural]	0.566606694
G0127	NE, Norfolk [Small town/rural]	0.582431687
G0128	NE, Grand Island [Urban core]	0.521803062
G0129	NE, Kearney [Suburban]	0.592266771
G0130	NE, Valley County [Small town/rural]	0.578625245
G0131	NE, Lexington [Large rural]	0.632394504
G0132	NE, Lexington [Small town/rural]	0.555859452
G0133	NE, North Platte [Large rural]	0.612462965
G0134	NE, North Platte [Suburban]	0.543278017
G0135	NE, Scottsbluff [Small town/rural]	0.539014639
G0136	NE, Scottsbluff [Large rural]	0.560952777
G0137	NE, Scottsbluff [Suburban]	0.569393011
G0138	IA, Winnebago County [Small town/rural]	0.547322673
G0139	IA, Fort Dodge [Small town/rural]	0.57277478
G0140	IA, Spencer-Spirit Lake [Small town/rural]	0.630165988
G0141	MO, Vernon County [Large rural]	0.591906426
G0142	MO, Sedalia [Suburban]	0.576575797
G0143	MO, Fort Leonard Wood [Suburban]	0.569962147
G0144	MO, Poplar Bluff [Small town/rural]	0.574457251
G0145	IA, Muscatine [Suburban]	0.571379745
G0146	IA, Butler County [Small town/rural]	0.589020888
G0147	IA, Mitchell County [Small town/rural]	0.581342824
G0148	IA, Le Mars [Small town/rural]	0.571614169
G0149	NE, Dakota County-Union County-Woodbury County [Small town/rural]	0.539913528
G0150	NE, Washington County [Urban core]	0.592463908
G0151	NE, Columbus [Large rural]	0.584100474
G0152	NE, Cass County [Urban core]	0.560808685
G0153	KS, Nemaha County [Small town/rural]	0.553958618
G0154	MO-KS, St. Joseph [Suburban]	0.593306863
G0155	KS, Manhattan [Urban core]	0.593428107
G0156	KS, Ottawa [Suburban]	0.569409892
G0157	MO-KS, Kansas City [Suburban]	0.574547836
G0158	MO, Platte County [Urban core]	0.56588111
G0159	MO, Lafayette County [Large rural]	0.601372437
G0160	NE, Norfolk [Suburban]	0.544532254
G0161	KS, Pratt County [Large rural]	0.534677387
G0162	KS, Hays [Suburban]	0.554485419
G0163	KS, Republic County [Large rural]	0.562768699
G0164	NE, Cherry County [Large rural]	0.563337271
G0165	NE, Lexington [Suburban]	0.536491882
G0166	NE, North Platte [Small town/rural]	0.581468186
H0001	SD, Watertown [Suburban]	0.545985214
H0002	SD, Brookings [Suburban]	0.645995863
H0003	SD, Yankton [Suburban]	0.621055432
H0004	SD, Yankton [Small town/rural]	0.599114304
H0005	SD, Watertown [Large rural]	0.598233831
H0006	SD, Watertown [Small town/rural]	0.588907109
H0007	SD, Huron [Suburban]	0.605193214
H0008	SD, Mitchell [Suburban]	0.605323332
H0009	SD, Gregory County [Small town/rural]	0.47418055
H0010	SD, Rapid City-Spearfish [Small town/rural]	0.558907676
H0011	SD, Hand County [Small town/rural]	0.577837749
H0012	SD, Hanson County [Small town/rural]	0.624944342
H0013	SD, Brule County [Small town/rural]	0.572349432
H0015	SD, Aberdeen [Suburban]	0.544600827
H0018	SD, Spink County [Small town/rural]	0.567327395
H0020	SD, Rapid City-Spearfish [Urban core]	0.563625004
H0022	ND, Dickinson [Small town/rural]	0.589671873
H0023	CO, Arapahoe County [Urban core]	0.494743407
H0024	SD, Rapid City-Spearfish [Large rural]	0.53078882
H0025	ND, Cass County [Urban core]	0.552530065
H0026	ND-MN, Fargo-Wahpeton [Large rural]	0.527910723
H0027	ND-MN, Grand Forks [Urban core]	0.656408696
H0028	ND, Walsh County [Small town/rural]	0.538923172
H0029	ND, Traill County [Small town/rural]	0.563714816
H0030	ND, Minot [Large rural]	0.549275838
H0031	ND, Jamestown [Small town/rural]	0.542717164
H0032	ND, Jamestown [Suburban]	0.620537295
H0034	ND, Bismarck [Urban core]	0.582511067
H0035	ND, Bismarck [Small town/rural]	0.560561756
H0036	ND, Dickinson [Suburban]	0.606676644
H0037	CO, Larimer County [Urban core] [Central] 1	0.555947267
H0038	ND, Minot [Suburban]	0.613984693
H0041	MT, Stillwater County [Small town/rural]	0.568730754
H0042	UT, Vernal [Suburban]	0.582799917
H0043	MT, Carbon County [Small town/rural]	0.542385324
H0044	MT, Billings [Large rural]	0.549349659
H0045	MT, Rosebud County [Small town/rural]	0.456525244
H0046	MT, Billings [Urban core]	0.480514992
H0048	MT, Custer County [Large rural]	0.561390838
H0049	ND, Dickinson [Large rural]	0.547618947
H0052	MT, Great Falls [Urban core]	0.5519267
H0053	MT, Glacier County [Large rural]	0.527230608
H0054	MT, Blaine County [Large rural]	0.562347577
H0055	MT, Helena [Suburban]	0.509376273
H0056	MT, Bozeman [Suburban]	0.521921794
H0058	MT, Butte-Silver Bow [Large rural]	0.519300797
H0059	MT, Missoula [Urban core]	0.480557331
H0060	MT, Lake County [Small town/rural]	0.521429639
H0061	MT, Ravalli County [Large rural]	0.536680798
H0062	MT, Missoula [Small town/rural]	0.55428892
H0063	UT, Weber County [Urban core]	0.487728688
H0064	MT, Kalispell [Suburban]	0.496853809
H0065	CO, Jefferson County [Urban core] [Central] 1	0.503855653
H0066	CO, Colorado Springs [Urban core]	0.482794107
H0067	CO, Boulder [Urban core]	0.49793158
H0068	CO, Jefferson County [Urban core] [Central] 2	0.488877386
H0069	CO, Breckenridge [Suburban]	0.511615648
H0070	CO, Steamboat Springs [Suburban]	0.559560096
H0071	CO, Weld County [Urban core] [Central] 1	0.508305694
H0072	CO, Larimer County [Urban core] [Central] 2	0.479551769
H0073	CO, Weld County [Urban core] [Central] 2	0.533816453
H0074	CO, Fort Morgan [Suburban]	0.563820471
H0075	CO, Sterling [Suburban]	0.556448119
H0076	CO, Kit Carson County [Large rural]	0.536928739
H0077	CO, Denver-Aurora-Greeley [Small town/rural]	0.535676659
H0078	CO, Pueblo-Cañon City [Urban core]	0.509917768
H0079	CO, Costilla County [Large rural]	0.565227575
H0080	CO, Baca County [Small town/rural]	0.544619663
H0081	CO, Prowers County [Large rural]	0.510025985
H0082	CO, Pueblo [Large rural]	0.526855353
H0083	CO, Alamosa County [Large rural]	0.521215444
H0084	CO, Durango [Suburban]	0.506524114
H0085	CO, Cañon City [Large rural]	0.51425066
H0086	CO, Montrose [Large rural]	0.541847862
H0087	CO, Grand Junction [Urban core]	0.529031845
H0088	CO, Edwards-Rifle [Large rural]	0.531811004
H0089	WY, Casper [Urban core]	0.595743473
H0090	WY, Riverton [Suburban]	0.587793155
H0091	WY-UT, Evanston [Suburban]	0.542513982
H0092	UT, Utah County [Urban core] [Central] 1	0.521154837
H0093	UT, Davis County [Urban core]	0.482552454
H0094	UT, Salt Lake City-Murray [Urban core]	0.507314076
H0095	UT, Utah County [Urban core] [Central] 2	0.502496812
H0096	UT-ID, Logan [Urban core]	0.557806762
H0097	UT, Price [Suburban]	0.553035387
H0098	UT, Sevier County [Large rural]	0.556186729
H0100	UT, Provo-Orem-Lehi [Large rural]	0.541502784
H0101	UT, Juab County [Urban core]	0.540170396
H0102	UT, Cedar City [Suburban]	0.540322137
H0103	UT, St. George [Urban core]	0.532318307
H0105	SD-MN, Sioux Falls [Urban core]	0.546838128
H0106	SD, Davison County [Small town/rural]	0.569117936
H0108	SD, Aberdeen [Small town/rural]	0.555913089
H0109	ND, Minot [Small town/rural]	0.615900222
H0110	CO, Grand County [Small town/rural]	0.554180512
H0111	MT, Valley County [Small town/rural]	0.611640366
H0112	ND, Williston [Suburban]	0.614610432
H0114	WY, Gillette [Suburban]	0.539060206
H0115	CO, Yuma County [Large rural]	0.576234877
H0116	CO, Montrose [Suburban]	0.56131042
H0117	MT, Valley County [Large rural]	0.573637352
H0118	UT, Millard County [Large rural]	0.513148633
J0001	AZ, Maricopa County [Urban core] [Central] 1	0.512686666
J0002	AZ, Maricopa County [Urban core] [Central] 2	0.526822174
J0003	AZ, Maricopa County [Urban core] [Central] 3	0.513323352
J0004	AZ, Pinal County [Urban core]	0.496663498
J0005	AZ, Pima County [Urban core] [Central] 1	0.521832783
J0006	AZ, Maricopa County [Urban core] [Central] 4	0.488828454
J0007	CA, Los Angeles-Long Beach [Suburban] [Central]	0.560628129
J0008	AZ, Yuma [Urban core]	0.556117383
J0009	AZ, Phoenix-Mesa [Suburban]	0.520947468
J0010	AZ, Safford [Suburban]	0.555223864
J0011	AZ, Pima County [Urban core] [Central] 2	0.507059394
J0012	AZ, Sierra Vista-Douglas [Urban core]	0.574109546
J0013	AZ, Show Low [Large rural]	0.553249354
J0014	AZ, Flagstaff [Urban core]	0.493431344
J0015	AZ, Flagstaff [Large rural]	0.519654982
J0017	AZ, Prescott Valley-Prescott [Urban core]	0.481014067
J0018	AZ, Prescott Valley-Prescott [Large rural]	0.477022096
J0019	AZ, Mohave County [Suburban] [Central]	0.592251034
J0020	NV, Las Vegas-Henderson [Suburban]	0.550398981
J0021	NV, Clark County [Urban core] [Central] 1	0.597680454
J0022	NV, Clark County [Urban core] [Central] 2	0.600658592
J0023	NV, Carson City [Urban core]	0.554960636
J0024	NV, Washoe County [Urban core]	0.529061745
J0025	CA, Los Angeles County [Urban core] [Central] 1	0.546913498
J0026	CA, El Dorado County [Suburban] [Central] 1	0.496001841
J0027	CA, Nevada County [Suburban] [Central]	0.539524539
