RSA,RSA_Name,Community_Discharge,CMS_region,CMS_office
E0087,"IN, Vincennes [Suburban]",0.578626106,V,Chicago
E0088,"IN, Jasper [Suburban]",0.566177908,V,Chicago
E0089,"IN, Evansville [Urban core]",0.56458399,V,Chicago
E0090,"IN, Evansville [Large rural]",0.584007267,V,Chicago
E0091,"IN, Jasper [Large rural]",0.592863539,V,Chicago
E0092,"IN, Warren County [Urban core]",0.575502334,V,Chicago
E0093,"IN, Lake County-Porter County-Jasper County [Large rural]",0.556015097,V,Chicago
E0094,"MI, Wayne County [Urban core] [Central]",0.5472316,V,Chicago
E0095,"MI, St. Clair County [Urban core]",0.548288407,V,Chicago
E0096,"MI, Oakland County [Urban core] [Central] One",0.533234625,V,Chicago
E0097,"MI, Detroit-Dearborn-Livonia [Urban core] [Central]",0.583781816,V,Chicago
E0098,"MI, Ann Arbor [Urban core]",0.507007668,V,Chicago
E0099,"MI, Oakland County [Urban core] [Central] Two",0.500193666,V,Chicago
E0100,"MI, Monroe [Urban core]",0.543983808,V,Chicago
E0101,"MI, Adrian [Suburban]",0.554041481,V,Chicago
E0102,"MI, Oakland County [Urban core] [Central] Three",0.556062005,V,Chicago
E0103,"MI, Warren-Troy-Farmington Hills [Small town/rural]",0.552409367,V,Chicago
E0104,"MI, Flint [Urban core]",0.533906793,V,Chicago
E0105,"MI, Huron County [Small town/rural]",0.502399089,V,Chicago
E0106,"MI, Saginaw [Urban core]",0.557127525,V,Chicago
E0107,"MI, Saginaw-Midland-Bay City [Small town/rural]",0.519631803,V,Chicago
E0108,"MI, Bay City [Urban core]",0.559127954,V,Chicago
E0109,"MI, Midland [Urban core]",0.565253731,V,Chicago
E0110,"MI, Traverse City [Large rural]",0.529784065,V,Chicago
E0111,"MI, Alpena [Suburban]",0.528277238,V,Chicago
E0112,"MI, Grand Rapids-Wyoming [Small town/rural]",0.562360855,V,Chicago
E0113,"MI, Ingham County [Urban core]",0.49838353,V,Chicago
E0114,"MI, Kent County [Urban core]",0.525695179,V,Chicago
E0115,"MI, Eaton County [Urban core]",0.549662047,V,Chicago
E0116,"MI, Grand Rapids-Wyoming [Large rural]",0.524503051,V,Chicago
E0117,"MI, Kalamazoo-Portage [Urban core]",0.551804563,V,Chicago
E0118,"MI, Battle Creek [Urban core]",0.526353462,V,Chicago
E0119,"MI, Niles [Urban core]",0.540610674,V,Chicago
E0120,"MI, Coldwater [Suburban]",0.552173222,V,Chicago
E0121,"MI, Sturgis [Suburban]",0.533419962,V,Chicago
E0122,"MI, Jackson [Urban core]",0.513780579,V,Chicago
E0123,"MI, Hillsdale [Suburban]",0.526511165,V,Chicago
E0124,"MI, Grand Rapids-Wyoming [Suburban]",0.545292407,V,Chicago
E0125,"MI, Newaygo County [Urban core]",0.535894428,V,Chicago
E0126,"MI, Ludington [Suburban]",0.549691721,V,Chicago
E0127,"MI, Ottawa County [Urban core]",0.473383118,V,Chicago
E0128,"MI, Muskegon-Norton Shores [Urban core]",0.539771872,V,Chicago
E0129,"MI, Cadillac [Suburban]",0.510189551,V,Chicago
E0130,"MI, Traverse City [Suburban]",0.517082092,V,Chicago
E0131,"MI, Ludington [Large rural]",0.550491919,V,Chicago
E0132,"MI, Alpena [Small town/rural]",0.523520212,V,Chicago
E0133,"MI, Petoskey [Large rural]",0.554623351,V,Chicago
E0134,"MI, Sault Ste. Marie [Suburban]",0.56657104,V,Chicago
E0135,"MI, Sault Ste. Marie [Large rural]",0.56108421,V,Chicago
E0136,"MI-WI, Iron Mountain [Suburban]",0.579023506,V,Chicago
E0137,"MI, Escanaba [Suburban]",0.590818232,V,Chicago
E0138,"MI, Marquette [Suburban]",0.540746214,V,Chicago
E0139,"MI, Alger County [Large rural]",0.550122039,V,Chicago
E0140,"MI, Schoolcraft County [Large rural]",0.552462964,V,Chicago
E0141,"WI-MI, Marinette [Suburban]",0.524364067,V,Chicago
E0142,"MI, Houghton [Suburban]",0.643325804,V,Chicago
E0143,"MI, Baraga County [Small town/rural]",0.566486531,V,Chicago
E0144,"MI, Gogebic County [Large rural]",0.588730968,V,Chicago
E0145,"MI, Ontonagon County [Small town/rural]",0.557605988,V,Chicago
E0146,"WI, Sheboygan [Urban core]",0.555070224,V,Chicago
E0147,"WI, Washington County [Urban core]",0.501002847,V,Chicago
E0148,"WI, Milwaukee County [Urban core] [Central] One",0.565010034,V,Chicago
E0149,"WI, Green Bay-Shawano [Suburban]",0.534472129,V,Chicago
E0150,"WI, Waukesha County [Urban core]",0.573435859,V,Chicago
E0151,"WI, Milwaukee County [Urban core] [Central] Two",0.530407923,V,Chicago
E0152,"WI, Milwaukee-Racine-Waukesha [Large rural]",0.582020842,V,Chicago
E0153,"WI, Watertown-Fort Atkinson [Suburban]",0.524631639,V,Chicago
E0154,"WI, Fond du Lac [Urban core]",0.604148576,V,Chicago
E0155,"WI, Kenosha [Urban core]",0.525227311,V,Chicago
E0156,"WI, Racine-Mount Pleasant [Urban core]",0.535157683,V,Chicago
E0157,"WI, Rock County [Urban core] [Central] One",0.526309767,V,Chicago
E0158,"WI, Sauk County [Large rural] [Central] One",0.584780328,V,Chicago
E0159,"IL, Freeport [Suburban]",0.544400821,V,Chicago
E0160,"WI, Madison [Urban core]",0.515001057,V,Chicago
E0161,"WI, Platteville [Small town/rural]",0.558620791,V,Chicago
E0162,"WI, Sauk County [Large rural] [Central] Two",0.534902971,V,Chicago
E0163,"MN, Jackson County [Large rural]",0.583633913,V,Chicago
E0164,"WI, Columbia County [Small town/rural]",0.5880666,V,Chicago
E0165,"WI-MN, La Crosse-Onalaska-Sparta [Large rural]",0.518043022,V,Chicago
E0166,"WI, Eau Claire-Menomonie [Suburban]",0.527259001,V,Chicago
E0167,"WI, St. Croix County [Small town/rural]",0.570254475,V,Chicago
E0168,"WI, Green Bay-Shawano [Urban core]",0.543330254,V,Chicago
E0169,"WI, Appleton [Urban core]",0.560396498,V,Chicago
E0170,"WI, Green Bay-Shawano [Small town/rural]",0.53172447,V,Chicago
E0171,"WI, Green Bay-Shawano [Large rural]",0.574206023,V,Chicago
E0172,"WI, Wausau-Stevens Point-Wisconsin Rapids [Urban core]",0.557296375,V,Chicago
E0173,"WI, Stevens Point-Plover [Suburban]",0.563786731,V,Chicago
E0174,"WI, Wausau [Suburban]",0.550591074,V,Chicago
E0175,"WI, Price County [Small town/rural]",0.545187784,V,Chicago
E0176,"WI, Oneida County [Small town/rural]",0.535610095,V,Chicago
E0177,"WI-MN, La Crosse-Onalaska-Sparta [Urban core]",0.580655036,V,Chicago
E0178,"MN, Rochester-Austin-Winona [Small town/rural]",0.541352954,V,Chicago
E0179,"WI, Trempealeau County [Small town/rural]",0.549970226,V,Chicago
E0180,"MN, Rochester-Austin-Winona [Suburban]",0.523739523,V,Chicago
E0181,"WI, Eau Claire County [Urban core]",0.499236195,V,Chicago
E0182,"WI, Chippewa County [Urban core]",0.524474516,V,Chicago
E0183,"WI, Eau Claire [Large rural]",0.5471335,V,Chicago
E0184,"WI, Rice Lake [Large rural]",0.591792608,V,Chicago
E0185,"WI, Trempealeau County [Urban core]",0.500648924,V,Chicago
E0187,"WI, Bayfield County [Large rural]",0.550936563,V,Chicago
E0188,"WI, Douglas County [Small town/rural]",0.563428404,V,Chicago
E0189,"WI, Appleton-Oshkosh-Neenah [Large rural]",0.54336537,V,Chicago
E0190,"MN, Ramsey County [Urban core]",0.494254219,V,Chicago
E0191,"MN, Isanti County [Urban core]",0.538666279,V,Chicago
E0192,"MN, Hennepin County [Urban core] [Central] One",0.503066526,V,Chicago
E0193,"MN, Chisago County [Urban core]",0.512758696,V,Chicago
E0194,"MN, Hennepin County [Urban core] [Central] Two",0.491750434,V,Chicago
E0195,"MN, Hutchinson [Suburban]",0.551480815,V,Chicago
E0196,"MN, St. Cloud [Urban core]",0.494335274,V,Chicago
E0197,"MN, Mankato-New Ulm [Small town/rural]",0.543548956,V,Chicago
E0198,"MN, Hennepin County [Urban core] [Central] Three",0.487070138,V,Chicago
E0199,"MN, Carver County [Urban core]",0.555176418,V,Chicago
E0200,"MN, Scott County [Urban core]",0.540712859,V,Chicago
E0201,"MN, Hennepin County [Urban core] [Central] Four",0.534086751,V,Chicago
E0202,"MN-WI, Duluth [Large rural]",0.556445208,V,Chicago
E0203,"MN, St. Louis County [Suburban] [Central] One",0.526700803,V,Chicago
E0204,"MN, St. Louis County [Suburban] [Central] Two",0.585742102,V,Chicago
E0205,"MN, Grand Rapids [Large rural]",0.552808762,V,Chicago
E0206,"MN, St. Louis County [Urban core]",0.518561198,V,Chicago
E0207,"MN, Rochester-Austin-Winona [Urban core]",0.518282071,V,Chicago
E0208,"MN, Mankato-New Ulm [Urban core]",0.54444394,V,Chicago
E0209,"MN, Mankato-New Ulm [Large rural]",0.63151687,V,Chicago
E0210,"MN-WI, Minneapolis-St. Paul-Bloomington [Suburban]",0.575290188,V,Chicago
E0212,"SD-MN, Sioux Falls [Large rural]",0.55418713,V,Chicago
E0213,"MN, Worthington [Small town/rural]",0.559360048,V,Chicago
E0215,"MN, Willmar [Suburban]",0.510957291,V,Chicago
E0217,"MN, Clay County [Urban core]",0.507415949,V,Chicago
E0218,"MN, Marshall [Small town/rural]",0.531532115,V,Chicago
E0219,"ND-MN, Fargo-Wahpeton [Suburban]",0.530183492,V,Chicago
E0220,"MN, Big Stone County [Small town/rural]",0.533986859,V,Chicago
E0221,"MN, Yellow Medicine County [Large rural]",0.564339537,V,Chicago
E0222,"MN, Mille Lacs County [Small town/rural]",0.532872416,V,Chicago
E0223,"MN, St. Cloud [Large rural]",0.528447782,V,Chicago
E0224,"MN, Alexandria, MN-Fergus Falls [Large rural]",0.560823783,V,Chicago
E0225,"MN, Brainerd [Suburban]",0.552347237,V,Chicago
E0226,"MN, Fergus Falls [Large rural] [Central]",0.562923211,V,Chicago
E0227,"MN, Brainerd [Large rural]",0.568228551,V,Chicago
E0228,"MN, Bemidji [Suburban]",0.531405867,V,Chicago
E0229,"MN, Polk County [Small town/rural]",0.572398527,V,Chicago
E0230,"MN, Otter Tail County [Large rural]",0.496253,V,Chicago
E0231,"IL, Lake County [Urban core]",0.520523446,V,Chicago
E0232,"IL, Cook County [Urban core] [Central] Two",0.571711457,V,Chicago
E0233,"IL, McHenry County [Urban core]",0.543374356,V,Chicago
E0234,"IL, Cook County [Urban core] [Central] Three",0.486649905,V,Chicago
E0235,"IL, Kane County [Urban core]",0.559387241,V,Chicago
E0236,"IL, DuPage County [Urban core] [Central] One",0.591031418,V,Chicago
E0237,"IL, DeKalb County [Urban core]",0.546135338,V,Chicago
E0238,"IL, Cook County [Urban core] [Central] Four",0.540127821,V,Chicago
E0239,"IL, Cook County [Urban core] [Central] Five",0.576474897,V,Chicago
E0240,"IL, Will County [Urban core]",0.590641319,V,Chicago
E0241,"IL, Cook County [Urban core] [Central] Six",0.547376523,V,Chicago
E0242,"IL, DuPage County [Urban core] [Central] Two",0.57178325,V,Chicago
E0243,"IL, Bloomington-Pontiac [Urban core]",0.608692347,V,Chicago
E0244,"IL, Kankakee [Urban core]",0.594877611,V,Chicago
E0245,"IL, Ottawa [Urban core]",0.602693017,V,Chicago
E0246,"IL, Danville [Large rural]",0.588927509,V,Chicago
E0247,"IL, Champaign-Urbana [Urban core]",0.614083668,V,Chicago
E0248,"IL, Rockford-Freeport-Rochelle [Small town/rural]",0.592893577,V,Chicago
E0249,"IL, Rochelle [Suburban]",0.602624366,V,Chicago
E0250,"IL, Rockford-Freeport-Rochelle [Urban core]",0.556535906,V,Chicago
E0251,"IL, Dixon-Sterling [Suburban]",0.545285361,V,Chicago
E0252,"IL, Rock Island County [Urban core] [Central] One",0.580070192,V,Chicago
E0253,"IA-IL, Davenport-Moline [Large rural]",0.558450831,V,Chicago
E0254,"IL, Rock Island County [Urban core] [Central] Two",0.562388262,V,Chicago
E0255,"IL-IN-WI, Chicago-Naperville [Suburban] [Central]",0.619408678,V,Chicago
E0256,"IL, Ottawa [Large rural]",0.589688717,V,Chicago
E0257,"IL, Peoria County [Urban core]",0.593503516,V,Chicago
E0258,"IL, Galesburg [Suburban]",0.509699363,V,Chicago
E0259,"IL, Macomb [Suburban]",0.593173752,V,Chicago
E0260,"IL, Canton [Suburban]",0.577099812,V,Chicago
E0261,"IL, Henderson County [Suburban]",0.554921314,V,Chicago
E0262,"IL, Lee County [Suburban]",0.591624467,V,Chicago
E0263,"IL, Tazewell County [Urban core] [Central] One",0.603775585,V,Chicago
E0264,"IL, Lincoln [Suburban]",0.590042774,V,Chicago
E0265,"IL, Decatur [Urban core]",0.643490031,V,Chicago
E0266,"IL, Tazewell County [Urban core] [Central] Two",0.520783653,V,Chicago
E0267,"IL, Champaign-Urbana [Large rural]",0.619076645,V,Chicago
E0268,"IL, Danville [Urban core]",0.556380037,V,Chicago
E0269,"IL, Charleston-Mattoon [Suburban]",0.59804444,V,Chicago
E0270,"IL, Shelby County [Large rural]",0.576460822,V,Chicago
E0271,"IL, Madison County [Urban core] [Central] One",0.577513138,V,Chicago
E0272,"IL, Madison County [Urban core] [Central] Two",0.577715955,V,Chicago
E0273,"IL, Calhoun County [Urban core]",0.600737673,V,Chicago
E0274,"IL, Macoupin County [Urban core]",0.548530969,V,Chicago
E0275,"MO-IL, St. Louis-St. Charles-Farmington [Small town/rural]",0.601672563,V,Chicago
E0276,"IL, Montgomery County [Large rural]",0.574036254,V,Chicago
E0277,"IL, Bond County [Large rural]",0.546424091,V,Chicago
E0278,"IL, St. Clair County [Urban core]",0.590035679,V,Chicago
E0279,"IL, Mount Vernon [Large rural]",0.581814153,V,Chicago
E0280,"IL, Monroe County [Large rural]",0.546146569,V,Chicago
E0281,"IL, St. Clair County [Large rural]",0.593893739,V,Chicago
E0282,"IL, Carbondale [Urban core]",0.610452872,V,Chicago
E0283,"IL-MO, Quincy [Suburban]",0.583688212,V,Chicago
E0284,"IL, Jacksonville [Large rural]",0.631609924,V,Chicago
E0285,"IL, Jacksonville [Suburban]",0.593805864,V,Chicago
E0286,"IL, Effingham [Suburban]",0.575756009,V,Chicago
E0287,"IL, Crawford County [Large rural]",0.595127237,V,Chicago
E0288,"IL, Effingham [Large rural]",0.559579704,V,Chicago
E0289,"IL, Springfield-Jacksonville-Lincoln [Urban core]",0.592657642,V,Chicago
E0290,"IL, Mount Vernon [Suburban]",0.567800412,V,Chicago
E0291,"IL, Marion-Herrin [Urban core]",0.567357206,V,Chicago
E0292,"IL, Hamilton County [Large rural]",0.597273059,V,Chicago
E0293,"IL, White County [Large rural]",0.559705724,V,Chicago
E0294,"IL, Centralia [Large rural]",0.574207896,V,Chicago
E0295,"IL, Hardin County [Large rural]",0.543935061,V,Chicago
E0296,"OH, Dayton-Springfield-Kettering [Large rural]",0.548773134,V,Chicago
E0297,"OH, Licking County [Urban core]",0.547034564,V,Chicago
E0298,"OH, Marietta [Large rural]",0.557436583,V,Chicago
E0299,"OH, Marietta [Urban core]",0.535768735,V,Chicago
E0300,"IN, Perry County [Large rural]",0.555919046,V,Chicago
E0301,"IN, Owen County [Urban core]",0.532352941,V,Chicago
E0302,"IN, Lake County-Porter County-Jasper County [Suburban]",0.539851875,V,Chicago
E0303,"IN-MI, South Bend-Elkhart-Mishawaka [Large rural]",0.575170361,V,Chicago
E0304,"MI, Holland [Urban core]",0.564359246,V,Chicago
E0305,"MI, Mount Pleasant-Alma [Suburban]",0.534407874,V,Chicago
E0306,"IL, Peoria [Suburban]",0.58096292,V,Chicago
E0307,"IL, Elgin [Suburban]",0.617703047,V,Chicago
E0308,"WI, Rock County [Urban core] [Central] Two",0.55040215,V,Chicago
E0309,"WI, Iowa County [Small town/rural]",0.552511403,V,Chicago
E0310,"WI-MI, Marinette-Iron Mountain [Small town/rural]",0.566636938,V,Chicago
E0311,"OH, Lima-Van Wert-Celina [Small town/rural]",0.547540586,V,Chicago
E0312,"OH, Butler County [Urban core]",0.523717717,V,Chicago
E0313,"WI, Oshkosh-Neenah [Urban core]",0.576529216,V,Chicago
E0314,"WI, Beaver Dam [Urban core]",0.552609484,V,Chicago
E0315,"WI, Whitewater-Elkhorn [Suburban]",0.546633298,V,Chicago
E0316,"ND-MN, Grand Forks [Large rural]",0.586475183,V,Chicago
E0317,"MN, Carlton County-Douglas County-St. Louis County [Small town/rural]",0.547749994,V,Chicago
E0318,"MN, Douglas County [Urban core]",0.58012012,V,Chicago
E0319,"MN, St. Croix County [Urban core]",0.558483494,V,Chicago
E0320,"WI, Platteville [Large rural]",0.537192461,V,Chicago
E0321,"MN, Fergus Falls [Suburban]",0.519217018,V,Chicago
E0322,"WI, Clark County [Small town/rural]",0.550494677,V,Chicago
E0323,"MN, Dakota County [Urban core]",0.554135157,V,Chicago
E0324,"MN, Owatonna [Suburban]",0.567772887,V,Chicago
E0325,"MN, Mankato-New Ulm [Suburban]",0.565748318,V,Chicago
E0326,"MN, Sherburne County [Urban core]",0.538398247,V,Chicago
E0327,"ND-MN, Fergus Falls, MN-Wahpeton [Small town/rural]",0.543003061,V,Chicago
E0328,"MN, Detroit Lakes [Small town/rural]",0.577543592,V,Chicago
E0329,"IL, DuPage County [Urban core] [Central] Three",0.545854388,V,Chicago
E0330,"IL, Clinton County [Large rural]",0.611620146,V,Chicago
F0001,"LA, Jefferson Parish [Urban core] [Central] One",0.520739317,VI,Dallas
F0002,"LA, St. Charles Parish [Urban core]",0.579661639,VI,Dallas
F0003,"LA, Orleans Parish [Urban core]",0.556508255,VI,Dallas
F0004,"LA, Jefferson Parish [Urban core] [Central] Two",0.564698417,VI,Dallas
F0005,"LA, East Baton Rouge Parish [Urban core] [Central] One",0.581531168,VI,Dallas
F0006,"LA, Lafourche Parish [Urban core] [Central] One",0.592315794,VI,Dallas
F0007,"LA, Lafourche Parish [Urban core] [Central] Two",0.603863501,VI,Dallas
F0008,"LA, Baton Rouge-Hammond, LA-Lafayette-New Iberia-Opelousas [Suburban]",0.570208216,VI,Dallas
F0009,"LA, Terrebonne Parish [Urban core]",0.581898006,VI,Dallas
F0010,"LA, Hammond [Urban core]",0.54971097,VI,Dallas
F0011,"LA, Slidell-Mandeville-Covington [Urban core]",0.545510885,VI,Dallas
F0012,"LA, Lafayette [Urban core]",0.586484588,VI,Dallas
F0013,"LA, Lafayette [Large rural]",0.614005567,VI,Dallas
F0014,"LA, Lafayette-New Iberia-Opelousas [Suburban]",0.581290453,VI,Dallas
F0015,"LA, Opelousas [Large rural]",0.547375094,VI,Dallas
F0016,"LA, Rapides Parish [Urban core]",0.589715116,VI,Dallas
F0017,"LA, Calcasieu Parish [Urban core] [Central] One",0.604292364,VI,Dallas
F0018,"LA, Calcasieu Parish [Urban core] [Central] Two",0.583247282,VI,Dallas
F0019,"LA, Lake Charles-DeRidder [Suburban]",0.576522845,VI,Dallas
F0020,"LA, East Baton Rouge Parish [Urban core] [Central] Two",0.590366347,VI,Dallas
F0021,"LA, Pointe Coupee Parish [Urban core]",0.570942332,VI,Dallas
F0022,"LA, Shreveport-Bossier City-Minden [Suburban]",0.57720374,VI,Dallas
F0023,"LA, Shreveport-Bossier City-Minden [Urban core]",0.539437533,VI,Dallas
F0024,"LA, Shreveport-Bossier City-Minden [Large rural]",0.578104803,VI,Dallas
F0025,"LA, Monroe-Ruston [Suburban]",0.577347374,VI,Dallas
F0026,"LA, Monroe-Ruston [Urban core]",0.574324186,VI,Dallas
F0027,"LA, Monroe-Ruston [Large rural]",0.527533428,VI,Dallas
F0028,"LA, West Carroll Parish [Small town/rural]",0.54291989,VI,Dallas
F0029,"LA, Baton Rouge-Hammond [Small town/rural]",0.574241486,VI,Dallas
F0030,"LA, Grant Parish [Urban core]",0.54947349,VI,Dallas
F0031,"LA, Alexandria [Large rural]",0.564318445,VI,Dallas
F0032,"LA, Natchitoches [Suburban]",0.529675898,VI,Dallas
F0033,"AR, Pine Bluff [Urban core]",0.633174011,VI,Dallas
F0034,"AR, Cleveland County-Jefferson County [Large rural]",0.57389912,VI,Dallas
F0035,"AR, Cleveland County [Large rural]",0.563673728,VI,Dallas
F0036,"MS, Greenville [Large rural]",0.587704864,VI,Dallas
F0037,"AR, Camden [Suburban]",0.584408322,VI,Dallas
F0038,"AR, El Dorado [Suburban]",0.54080085,VI,Dallas
F0039,"AR, Magnolia [Suburban]",0.562634173,VI,Dallas
F0041,"AR, Little River County [Large rural]",0.531612849,VI,Dallas
F0042,"AR, Sevier County [Large rural]",0.549531105,VI,Dallas
F0043,"AR, Howard County [Large rural]",0.560032378,VI,Dallas
F0044,"TX-AR, Texarkana [Urban core]",0.565989255,VI,Dallas
F0045,"AR, Hot Springs-Malvern [Urban core]",0.581261435,VI,Dallas
F0046,"AR, Polk County [Large rural]",0.581883083,VI,Dallas
F0048,"AR, Montgomery County [Small town/rural]",0.575795601,VI,Dallas
F0049,"AR, Pulaski County [Urban core] [Central] One",0.604943789,VI,Dallas
F0050,"AR, Woodruff County [Small town/rural]",0.549133064,VI,Dallas
F0051,"AR, Pulaski County [Urban core] [Central] Two",0.583277473,VI,Dallas
F0052,"AR, Searcy [Suburban]",0.534501516,VI,Dallas
F0053,"AR, Saline County [Urban core]",0.600038032,VI,Dallas
F0054,"AR, Russellville [Small town/rural]",0.524695851,VI,Dallas
F0055,"AR, Faulkner County [Urban core]",0.550411887,VI,Dallas
F0056,"AR, Forrest City [Suburban]",0.594939287,VI,Dallas
F0057,"AR, Perry County [Large rural]",0.57201966,VI,Dallas
F0058,"AR, Arkansas County [Large rural]",0.536558302,VI,Dallas
F0059,"AR, Batesville [Small town/rural] [Central]",0.58637604,VI,Dallas
F0060,"AR, Faulkner County [Large rural]",0.530718529,VI,Dallas
F0061,"AR, Batesville [Large rural]",0.588917403,VI,Dallas
F0062,"AR, Crittenden County [Urban core]",0.574089994,VI,Dallas
F0063,"AR, Craighead County [Urban core]",0.596897149,VI,Dallas
F0064,"AR, Forrest City [Small town/rural]",0.578725963,VI,Dallas
F0065,"AR, Phillips County [Suburban]",0.549048072,VI,Dallas
F0066,"AR, Poinsett County [Urban core]",0.57653763,VI,Dallas
F0067,"AR, Jonesboro-Paragould [Suburban]",0.587941948,VI,Dallas
F0068,"AR, Jonesboro [Large rural]",0.557501623,VI,Dallas
F0069,"AR, Paragould [Large rural]",0.573331197,VI,Dallas
F0070,"AR, Batesville [Suburban]",0.578395457,VI,Dallas
F0071,"AR, Fulton County [Small town/rural]",0.556147026,VI,Dallas
F0072,"AR, Mountain Home [Small town/rural]",0.527789172,VI,Dallas
F0073,"AR, Mountain Home [Suburban]",0.577957211,VI,Dallas
F0074,"AR, Harrison [Suburban]",0.580393561,VI,Dallas
F0075,"AR, Harrison [Large rural]",0.601479662,VI,Dallas
F0076,"AR, Boone County [Small town/rural]",0.581190544,VI,Dallas
F0077,"AR, Newton County [Small town/rural]",0.51721051,VI,Dallas
F0078,"TX, Harris County [Urban core] [Central] One",0.54766898,VI,Dallas
F0079,"AR, Washington County [Urban core]",0.557492337,VI,Dallas
F0080,"AR, Benton County [Urban core]",0.593812693,VI,Dallas
F0081,"AR, Pope County [Suburban]",0.543044893,VI,Dallas
F0082,"AR-OK, Fort Smith [Large rural]",0.612580075,VI,Dallas
F0083,"AR, Yell County [Suburban]",0.563686862,VI,Dallas
F0084,"AR, Russellville [Large rural]",0.572232597,VI,Dallas
F0085,"AR, Sebastian County [Urban core]",0.554017423,VI,Dallas
F0086,"OK, Le Flore County [Urban core]",0.544303564,VI,Dallas
F0087,"OK, Oklahoma City [Suburban]",0.526792976,VI,Dallas
F0088,"OK, Oklahoma County [Urban core]",0.592979286,VI,Dallas
F0089,"OK, Lawton [Urban core]",0.588870351,VI,Dallas
F0090,"OK, Canadian County [Suburban]",0.584125795,VI,Dallas
F0091,"OK, Cleveland County [Urban core]",0.592964309,VI,Dallas
F0092,"OK, Canadian County [Large rural]",0.575571275,VI,Dallas
F0093,"OK, Stillwater [Suburban]",0.551450449,VI,Dallas
F0094,"OK, Logan County [Large rural]",0.558469888,VI,Dallas
F0095,"OK, Murray County [Large rural]",0.551544048,VI,Dallas
F0096,"OK, Duncan [Suburban]",0.598786469,VI,Dallas
F0097,"OK, Garvin County [Large rural]",0.539497753,VI,Dallas
F0098,"OK, Ardmore [Suburban]",0.595419497,VI,Dallas
F0099,"OK, Ardmore [Small town/rural]",0.599748439,VI,Dallas
F0100,"OK, Durant [Urban core]",0.614761124,VI,Dallas
F0101,"OK, Altus [Suburban]",0.624874109,VI,Dallas
F0102,"TX, Wichita Falls [Urban core]",0.524652592,VI,Dallas
F0103,"OK, Weatherford [Large rural]",0.592003648,VI,Dallas
F0104,"TX, Gainesville [Large rural]",0.556457151,VI,Dallas
F0105,"OK, Custer County [Suburban]",0.583393619,VI,Dallas
F0106,"OK, Elk City [Large rural]",0.532427714,VI,Dallas
F0108,"OK, Enid [Suburban]",0.563617084,VI,Dallas
F0109,"OK, Major County [Small town/rural]",0.551886234,VI,Dallas
F0110,"OK, Woodward [Suburban]",0.565963978,VI,Dallas
F0111,"OK, Woodward [Small town/rural]",0.574715577,VI,Dallas
F0112,"OK, Guymon [Suburban]",0.596868848,VI,Dallas
F0113,"NM, Las Vegas [Large rural]",0.559848465,VI,Dallas
F0114,"TX, Amarillo-Borger [Suburban]",0.563686349,VI,Dallas
F0115,"OK, Bartlesville [Suburban]",0.594242942,VI,Dallas
F0116,"OK, Tulsa County [Urban core]",0.564452292,VI,Dallas
F0117,"OK, Pawnee County [Urban core]",0.545017469,VI,Dallas
F0118,"OK, Lincoln County [Large rural]",0.543935087,VI,Dallas
F0120,"OK, Miami [Large rural]",0.556721822,VI,Dallas
F0121,"OK, Tahlequah [Suburban]",0.558025024,VI,Dallas
F0122,"OK, Miami [Suburban]",0.593100762,VI,Dallas
F0123,"OK, Muskogee [Suburban]",0.558590703,VI,Dallas
F0124,"OK, Latimer County [Large rural]",0.556016867,VI,Dallas
F0125,"OK, McAlester [Suburban]",0.556154038,VI,Dallas
F0126,"OK, Haskell County [Large rural]",0.565263854,VI,Dallas
F0127,"OK, McAlester [Small town/rural]",0.543246015,VI,Dallas
F0128,"OK, Ada [Suburban]",0.601662209,VI,Dallas
F0129,"OK, Ada [Small town/rural]",0.565716906,VI,Dallas
F0130,"OK, Durant [Large rural]",0.49807853,VI,Dallas
F0131,"OK, Ponca City [Suburban]",0.568138685,VI,Dallas
F0132,"TX, Dallas County [Urban core] [Central] One",0.54951916,VI,Dallas
F0133,"TX, Collin County [Urban core]",0.562674903,VI,Dallas
F0134,"TX, Tarrant County [Urban core] [Central] One",0.585131403,VI,Dallas
F0135,"TX, Denton County [Urban core]",0.577249031,VI,Dallas
F0136,"TX, Sherman-Denison [Urban core]",0.589976823,VI,Dallas
F0137,"TX, Corsicana [Suburban]",0.614545141,VI,Dallas
F0138,"TX, Tyler [Urban core]",0.566532012,VI,Dallas
F0139,"TX, Dallas County [Urban core] [Central] Two",0.565578555,VI,Dallas
F0140,"TX, Palestine [Suburban]",0.581102408,VI,Dallas
F0141,"TX, Hunt County [Suburban]",0.589942135,VI,Dallas
F0142,"TX, Paris [Suburban]",0.586269417,VI,Dallas
F0143,"TX, Paris [Large rural]",0.55114369,VI,Dallas
F0144,"TX, Sulphur Springs [Suburban]",0.565591078,VI,Dallas
F0145,"TX, Longview [Urban core]",0.584454326,VI,Dallas
F0146,"TX, Nacogdoches [Suburban]",0.585665652,VI,Dallas
F0147,"TX, Houston-Pasadena [Small town/rural]",0.584942949,VI,Dallas
F0148,"TX, Limestone County [Large rural]",0.578357626,VI,Dallas
F0149,"TX, Tyler-Jacksonville [Suburban]",0.584345268,VI,Dallas
F0150,"TX, Huntsville [Suburban]",0.562166564,VI,Dallas
F0151,"TX, Beaumont-Port Arthur [Urban core]",0.559017556,VI,Dallas
